OBJECTID_1,OBJECTID,AREA,PERIMETER,LCODE_GEN,SQKM,REC_NUM_1,Elev_min,Elev_max,Slope_med,Relief_med,linkfield,Landform,Parent_Mat,Dominant_S,CODE,NAME,Shape_Leng,Shape_Le_1,Shape_Area
730,730,0.001011,0.366806,7,11.086,730,262,1956,31.8,296,7,SH,SC2,CMo,SC2,"Sandstone, greywacke, arkose",37484.31588,0.362082087,0.001008063
731,731,0.001912,0.496167,12,20.971,731,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,49755.89453,0.478872978,0.001914448
732,732,0.002557,0.215227,5,28.037,732,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",22228.62385,0.213909689,0.002556884
733,733,0.003165,1.407584,12,34.71,733,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,146321.6687,1.387725391,0.003191397
734,734,0.002627,0.272465,14,28.816,734,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",28378.87683,0.269873103,0.002627146
735,735,0.001433,0.275133,5,15.716,735,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",28688.63123,0.273131769,0.00142849
736,736,0.001377,0.312949,11,15.095,736,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",32004.24477,0.305265035,0.001372028
737,737,0.008537,1.382672,11,93.652,737,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",142137.9058,1.356521563,0.008520806
738,738,0.009651,3.300203,12,106.009,738,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,340447.035,3.247111716,0.009642061
739,739,0.000993,0.264017,11,10.89,739,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",26735.90473,0.25815532,0.000990323
740,740,0.017398,0.858999,3,190.935,740,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,90314.86852,0.850418181,0.017408677
741,741,0.001045,0.511622,11,11.459,741,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",51607.76148,0.493525503,0.001041938
742,742,0.013428,4.927804,12,147.399,742,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,509481.2749,4.863071965,0.013462186
743,743,0.009497,0.813529,2,104.313,743,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,85996.49113,0.804534181,0.009496892
744,744,0.006759,0.397409,3,74.164,744,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,41636.51992,0.392453962,0.006765101
745,745,0.001812,0.581178,11,19.876,745,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",58964.27932,0.566141148,0.0018036
746,746,0.005106,0.377017,3,56.032,746,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,39824.55382,0.373486668,0.005104944
747,747,0.021924,0.967399,2,240.892,747,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,102053.2916,0.957560454,0.021936648
748,748,0.001354,0.826239,12,14.856,748,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,84985.35013,0.815137679,0.001368359
749,749,0.001102,0.329311,11,12.094,749,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",33461.47442,0.319795466,0.001098578
750,750,0.073832,10.786675,11,811.275,750,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",1038888.922,9.944141779,0.074666607
751,751,0.004319,2.286991,1,47.432,751,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",240828.5257,2.256463419,0.004312533
752,752,0.003363,0.326681,3,36.909,752,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,34673.69402,0.323229983,0.003368386
753,753,0.000976,0.372781,5,10.707,753,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",39146.07585,0.369157387,0.000972377
754,754,0.01438,0.677751,3,157.922,754,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,71427.75943,0.670578641,0.014395649
755,755,0.005734,0.459988,3,62.946,755,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,48794.64391,0.455873074,0.005736799
756,756,0.009983,1.839084,11,109.57,756,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",187009.6859,1.784912937,0.009966046
757,757,0.003768,1.16538,4,41.379,757,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",122817.1589,1.152248341,0.003777326
758,758,0.002231,0.791458,11,24.484,758,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",81353.48668,0.769442798,0.002223713
759,759,0.00519,0.396346,3,56.992,759,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,42246.95879,0.393039477,0.005182891
760,760,0.008851,2.245749,11,97.177,760,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",176438.134,1.676943309,0.009727977
761,761,0.003756,0.667267,11,41.232,761,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",68183.34397,0.657173049,0.003742498
762,762,0.006866,0.816215,11,75.367,762,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",83637.63973,0.804233769,0.006845546
763,763,0.003997,1.164447,11,43.882,763,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",120789.3323,1.148135187,0.003988935
764,764,0.089522,3.685147,2,984.529,764,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,384823.8187,3.638554054,0.090404639
765,765,0.001975,0.35968,5,21.682,765,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",36561.88945,0.35198263,0.001976939
766,766,0.001434,0.286551,11,15.744,766,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",29929.99686,0.283613617,0.001429439
767,767,0.001255,0.512842,11,13.782,767,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",51486.0371,0.49969843,0.001256845
768,768,0.006367,0.49551,3,69.918,768,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,51997.55927,0.491161888,0.006360254
769,769,0.001032,0.374329,11,11.324,769,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",38072.31978,0.365204101,0.001033855
770,770,0.001419,0.352359,11,15.576,770,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",36481.54167,0.348324625,0.001420359
771,771,0.015592,3.696004,4,171.473,771,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",378206.0863,3.626036169,0.015563009
772,772,0.00182,0.415887,11,19.979,772,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",42696.20468,0.411799539,0.001816019
773,773,0.000987,0.25413,11,10.834,773,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",25824.53972,0.249121723,0.000986038
774,774,0.084332,8.216029,11,927.315,774,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",836726.0648,8.034292041,0.084327189
775,775,0.003718,0.570686,8,40.829,775,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",58300.11147,0.564542145,0.003709722
776,776,0.016185,0.781785,3,177.803,776,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,82149.19804,0.774002655,0.016179444
777,777,0.001227,0.696195,1,13.477,777,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",73661.22897,0.687520802,0.001224365
778,778,0.000942,0.20909,5,10.342,778,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",21358.93585,0.206676639,0.000940027
779,779,0.013379,1.639838,1,147.205,779,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",173365.7403,1.621416559,0.013353239
780,780,0.00112,0.741248,4,12.298,780,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",75578.16482,0.725324308,0.001118053
781,781,0.005341,1.179558,11,58.677,781,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",119833.7912,1.157510896,0.005328147
782,782,0.000959,0.342689,12,10.531,782,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,34996.22234,0.33486944,0.00095563
783,783,0.03619,1.84305,8,397.809,783,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",188137.3916,1.814940369,0.036188586
784,784,0.008974,0.636819,3,98.588,784,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,66620.51504,0.630955296,0.008975639
785,785,0.002597,0.822002,11,28.523,785,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",84764.21265,0.809967975,0.002592952
786,786,0.0014,0.45021,11,15.375,786,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",46194.0851,0.441817741,0.001384618
787,787,0.001848,0.404659,11,20.291,787,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",41666.87729,0.398682228,0.001840876
788,788,0.001529,0.407447,5,16.795,788,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",41542.24474,0.398754774,0.001532034
789,789,0.00342,0.378425,11,37.565,789,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",39055.71672,0.37168909,0.00341527
790,790,0.00105,0.281633,5,11.526,790,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",28643.86888,0.277697356,0.001049663
791,791,0.000971,0.509703,11,10.663,791,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",52246.05715,0.497889819,0.000965502
792,792,0.001017,0.463382,5,11.175,792,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",47292.47906,0.455815501,0.001007877
793,793,0.000928,0.339106,11,10.191,793,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",34300.67351,0.333180544,0.000931515
794,794,0.001054,0.230876,11,11.58,794,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",23502.82967,0.226888156,0.001045863
795,795,0.001435,1.17267,12,15.762,795,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,119880.1574,1.161123598,0.00144388
796,796,0.00236,0.97735,12,25.93,796,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,99407.57247,0.963372494,0.002364194
797,797,0.001759,0.884971,12,19.323,797,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,89914.03699,0.8602016,0.001750835
798,798,0.002475,0.721503,11,27.192,798,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",74330.79101,0.711142989,0.002466442
799,799,0.000982,0.387938,12,10.793,799,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,39542.88011,0.380863726,0.000984173
800,800,0.011049,0.550709,3,121.452,800,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,57837.20542,0.544526228,0.011054277
801,801,0.002653,0.813841,11,29.148,801,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",83651.03758,0.799619393,0.002647554
802,802,0.00109,0.362509,11,11.974,802,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",36210.94416,0.347352574,0.001084919
803,803,0.001975,0.646861,4,21.707,803,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",66277.84395,0.634417384,0.001968193
804,804,0.001218,0.618074,12,13.387,804,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,63355.98381,0.607590473,0.001213172
805,805,0.001514,0.18978,3,16.632,805,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,19442.25768,0.187350526,0.00151356
806,806,0.002972,0.705957,1,32.68,806,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",73200.86123,0.697195062,0.002968821
807,807,0.002439,1.005381,11,26.804,807,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",104030.6868,0.986907318,0.002447874
808,808,0.000977,0.388201,11,10.74,808,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",40106.12213,0.382073849,0.000964385
809,809,0.00156,0.284854,14,17.14,809,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",29372.25892,0.279899894,0.001554029
810,810,0.001042,0.176957,2,11.456,810,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,18679.29286,0.17625875,0.00104531
811,811,0.001015,0.22798,11,11.159,811,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",23468.92993,0.225038234,0.001011008
812,812,0.016169,1.659573,11,177.834,812,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",169900.3483,1.618794032,0.016169781
813,813,0.001123,0.237877,14,12.347,813,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",23904.29695,0.231822234,0.001118934
814,814,0.00251,1.252914,12,27.596,814,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,129227.8178,1.232066982,0.00253341
815,815,0.005523,0.424176,3,60.708,815,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,43509.87159,0.419958823,0.005516992
816,816,0.03611,1.638276,2,397.447,816,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,172369.4867,1.624314463,0.03612891
817,817,0.032148,1.09331,2,353.725,817,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,115351.6622,1.083347366,0.032167164
818,818,0.002246,0.317945,3,24.691,818,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,32525.90774,0.314938674,0.002247436
819,819,0.002368,1.114052,1,26.046,819,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",114928.0001,1.099064339,0.002354818
820,820,0.007368,0.530212,3,81.028,820,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,55043.17443,0.522965218,0.007374558
821,821,0.001955,0.770474,12,21.486,821,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,77913.93124,0.750976767,0.001969628
822,822,0.00648,0.475633,3,71.263,822,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,50033.66605,0.46914784,0.006478093
823,823,0.003309,0.560072,11,36.38,823,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",57471.98074,0.552061816,0.003293308
824,824,0.001126,0.742582,1,12.389,824,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",77652.3207,0.730284924,0.001122774
825,825,0.001832,0.523492,12,20.136,825,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,53973.32601,0.514794474,0.001833447
826,826,0.005794,1.773906,1,63.777,826,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",186799.2947,1.746837092,0.00578782
827,827,0.002093,0.546112,12,23.006,827,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,55815.21553,0.533904954,0.00209965
828,828,0.001295,0.573683,12,14.237,828,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,58380.01073,0.560831824,0.001292965
829,829,0.008428,1.084735,11,92.682,829,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",112247.1408,1.068579736,0.008432859
830,830,0.007175,0.662302,3,78.927,830,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,69251.05382,0.650576091,0.007171466
831,831,0.007742,2.695961,12,85.177,831,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,276479.5074,2.641521965,0.00774336
832,832,0.000993,0.448538,11,10.917,832,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",45856.57402,0.433827737,0.000987983
833,833,0.001724,0.445114,5,18.963,833,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",44820.78907,0.440316469,0.001718277
834,834,0.005547,0.760632,3,61.023,834,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,79501.55245,0.747492477,0.005561578
835,835,0.001215,0.371241,11,13.358,835,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",38040.54184,0.364244022,0.001212824
836,836,0.001729,0.75339,12,19.018,836,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,76474.9101,0.739976249,0.0017324
837,837,0.002078,0.51839,11,22.858,837,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",53028.45471,0.511134519,0.002071641
838,838,0.001396,0.355959,11,15.358,838,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",36553.02736,0.349632692,0.001392168
839,839,0.022701,2.679982,11,249.907,839,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",266687.5294,2.546273351,0.023546134
840,840,0.016284,0.87026,2,179.199,840,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,90229.5974,0.856992351,0.0162882
841,841,0.004258,0.636409,1,46.88,841,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",67397.93173,0.630598994,0.004252654
842,842,0.003466,0.930919,9,38.15,842,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,94534.46114,0.908063969,0.00346747
843,843,0.051213,7.141965,12,563.841,843,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,731447.479,7.022897607,0.051243404
844,844,0.005898,0.414358,8,64.902,844,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",42440.09058,0.408333756,0.005911216
845,845,0.006811,0.448362,3,74.953,845,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,46696.95083,0.440901132,0.006812527
846,846,0.004773,0.664566,1,52.53,846,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",69648.32254,0.653853295,0.004759869
847,847,0.005603,1.797895,11,61.666,847,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",185381.9284,1.766536516,0.005597375
848,848,0.00093,0.652151,12,10.232,848,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,66311.76153,0.641719068,0.000938639
849,849,0.002316,0.677003,11,25.49,849,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",69486.6863,0.663959725,0.002326728
850,850,0.073639,3.07023,8,811.34,850,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",295595.0069,2.824762918,0.074539761
851,851,0.00627,0.394824,2,69.023,851,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,40976.27155,0.388986348,0.006265706
852,852,0.001154,0.708219,1,12.707,852,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",74229.28187,0.692480607,0.001147666
853,853,0.001038,0.607637,1,11.431,853,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",63578.83425,0.598316599,0.001025869
854,854,0.001755,0.635657,12,19.313,854,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,65087.15729,0.622780911,0.001771482
855,855,0.001352,0.265645,3,14.88,855,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,28113.1202,0.26140711,0.001359165
856,856,0.003192,0.626648,11,35.131,856,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",63778.58562,0.614731097,0.003179588
857,857,0.001149,0.236537,3,12.646,857,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,24636.29167,0.231532142,0.001149962
858,858,0.00291,0.283614,3,32.033,858,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,29431.89474,0.278286407,0.002910436
859,859,0.001365,0.20248,2,15.026,859,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,21158.52451,0.199348375,0.001367683
860,860,0.096832,2.963953,2,1067.324,860,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,309889.3487,2.931140148,0.096851474
861,861,0.006229,1.216876,1,68.623,861,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",127660.3732,1.199498956,0.006205824
862,862,0.002854,0.299744,3,31.415,862,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,31176.72935,0.29512877,0.002846734
863,863,0.002423,0.203994,12,26.671,863,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,21017.19294,0.20251037,0.002417387
864,864,0.001277,0.230088,3,14.053,864,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,23894.63827,0.22504545,0.001284175
865,865,0.001988,0.377041,11,21.88,865,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",38555.05302,0.371384361,0.001990163
866,866,0.05687,2.698767,2,627.092,866,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,279926.1186,2.657670689,0.056912308
867,867,0.003746,0.38396,12,41.238,867,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,38587.15274,0.381731842,0.00375332
868,868,0.002929,0.939965,11,32.252,868,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",95859.59813,0.922823459,0.002922195
869,869,0.015563,0.897745,8,171.371,869,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",92938.94875,0.89239115,0.015558119
870,870,0.005951,0.401624,8,65.53,870,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",41763.07276,0.394646119,0.005933789
871,871,0.013216,2.466006,4,145.614,871,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",256853.0695,2.423279058,0.013247231
872,872,0.014059,0.670392,8,154.845,872,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",68913.71248,0.661147689,0.014049893
873,873,0.006075,0.655362,3,66.905,873,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,67221.98237,0.644214298,0.006071357
874,874,0.001659,0.522717,12,18.276,874,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,53268.86314,0.510325113,0.001656358
875,875,0.00487,0.382239,8,53.631,875,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",39239.66605,0.379365575,0.004853877
876,876,0.009301,1.435629,12,102.459,876,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,146101.4086,1.397874066,0.009313291
877,877,0.00559,0.81936,3,61.58,877,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,84682.52202,0.804564813,0.005596095
878,878,0.043258,2.314895,1,477.178,878,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",242195.3327,2.301447038,0.043233377
879,879,0.007298,0.724602,3,80.425,879,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,87174.62452,0.819972644,0.008192071
880,880,0.001821,0.274977,5,20.054,880,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",29008.68789,0.272527683,0.001818515
881,881,0.001309,0.378339,4,14.414,881,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",39244.48988,0.374276618,0.001319104
882,882,0.001081,0.270374,12,11.903,882,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,27311.50629,0.263450021,0.001081284
883,883,0.042331,2.421597,8,466.467,883,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",247848.4421,2.389675968,0.042329874
884,884,0.0187,0.776454,3,206.097,884,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,80526.30801,0.769279681,0.018701943
885,885,0.001194,0.263248,5,13.153,885,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",28043.63258,0.260711722,0.001194621
886,886,0.002847,0.322339,8,31.368,886,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",33401.01649,0.319573017,0.002847114
887,887,0.003771,0.828239,4,41.554,887,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",84418.81355,0.808925315,0.003753529
888,888,0.006603,1.270493,4,72.807,888,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",133697.1646,1.246773788,0.006610982
889,889,0.008296,1.316148,1,91.457,889,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",136798.5258,1.287827799,0.008278039
890,890,0.004148,0.45622,8,45.712,890,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",47100.98237,0.447052934,0.004139384
891,891,0.002888,0.288105,5,31.819,891,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",29498.83101,0.285153828,0.002875447
892,892,0.006486,0.491892,8,71.494,892,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",51114.38011,0.482565763,0.006491932
893,893,0.004691,0.448181,5,51.708,893,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",47706.08346,0.442409481,0.004708498
894,894,0.088093,2.327891,2,972.499,894,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,245851.7899,2.308921653,0.088121721
895,895,0.001651,0.424954,5,18.189,895,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",42895.79459,0.414178235,0.001642578
896,896,0.010031,3.18883,1,110.656,896,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",336793.1588,3.152537913,0.010004923
897,897,0.002502,0.393953,3,27.573,897,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,40636.36739,0.383515025,0.002513103
898,898,0.003087,0.338947,5,34.028,898,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",35817.44649,0.334237829,0.003083965
899,899,0.006734,0.626703,3,74.231,899,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,65835.12576,0.618976098,0.006730073
900,900,0.00235,1.405229,1,25.931,900,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",140356.7186,1.307716193,0.003192068
901,901,0.001484,0.259118,5,16.363,901,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",27537.65081,0.255453928,0.00148519
902,902,0.002344,0.38482,5,25.827,902,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",39865.90664,0.380432864,0.002340418
903,903,0.001173,0.184124,8,12.928,903,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",19109.63839,0.180612763,0.001168449
904,904,0.004021,0.368889,3,44.323,904,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,38907.45717,0.365568283,0.004027408
905,905,0.005655,0.470274,3,62.356,905,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,49999.38285,0.465743468,0.005673352
906,906,0.004459,2.126408,1,49.203,906,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",225135.4591,2.099991207,0.004450083
907,907,0.006046,0.439213,3,66.677,907,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,46828.88623,0.434397245,0.006053488
